NAME,INDICATOR,BID_HIGHEST,ASK_LOWEST,TRADED_PRICE,MAX(24H),MIN(24H),% CHANGE,VOLUME,VOL(24H),TIMESTAMP
ripple,XRP,29.05,29.11,29.11,30.1,28.0,3.1537916371367847,5555006.440000001,191405.0,2018-11-29 12:05:00
