NAME,INDICATOR,BID_HIGHEST,ASK_LOWEST,TRADED_PRICE,MAX(24H),MIN(24H),% CHANGE,VOLUME,VOL(24H),TIMESTAMP
bitcoin,BTC,318750,319999,319997,335000.0,298001.0,4.234544875864253,5193927.2352749985,16.7054,2018-11-29 12:05:00
